Date,Strike(100%),Strike,Ticker,Bid,Ask,IVM_call,Volm_call,TTM_year,TTM,mid_price100%,mid_price_call,Bid_Put,Ask_Put,IVM_Put,Volm_Put,mid_price_Put100%,mid_price_put,spot_price(100%),spot_price,S_minus_K,lower_bound,upper_bound
2025/1/2,9.0,0.09,VIX 2/19/25 C9,0.09050000191,0.09300000191,94.5120163,38,0.131506849,48,51.90600824,0.519060082,0.0,0.0002,88.68953705,0,0.01,0.0001,17.93,0.1793,0.08929999999999999,0.09030000191,0.09300000191
2025/1/2,10.0,0.1,VIX 3/18/25 C10,0.0825,0.085,64.32936859,82,0.273972603,100,36.4146843,0.364146843,0.0,0.0002,62.26189041,0,0.01,0.0001,17.93,0.1793,0.07929999999999998,0.0823,0.085
2025/1/2,10.5,0.105,VIX 3/18/25 C10.5,0.0775,0.08,57.90264511,0,0.273972603,100,32.95132256,0.329513226,0.0,0.00030000001,61.34375381,0,0.015000001,0.00015,17.93,0.1793,0.07429999999999999,0.07719999999,0.08
2025/1/2,11.0,0.11,VIX 3/18/25 C11,0.0725,0.075,51.61922455,0,0.273972603,100,29.55961227,0.295596123,0.0,0.00030000001,56.81629944,0,0.015000001,0.00015,17.93,0.1793,0.06929999999999999,0.07219999999,0.075
2025/1/2,11.5,0.115,VIX 3/18/25 C11.5,0.06850000381,0.06949999809,54.00716019,0,0.273972603,100,30.47858,0.3047858,0.00010000001999999999,0.00039999999,51.00100708,0,0.025,0.00025,17.93,0.1793,0.06429999999999998,0.06810000382,0.06939999807
2025/1/2,12.5,0.125,VIX 1/22/25 C12.5,0.0525,0.05350000381,70.43681335,0,0.054794521,20,37.89340687,0.378934069,0.0,0.0002,74.7310791,1,0.01,0.0001,17.93,0.1793,0.05429999999999999,0.0523,0.05350000381
2025/1/2,12.5,0.125,VIX 2/19/25 C12.5,0.056999998090000004,0.058000001909999994,65.47085571,8,0.131506849,48,35.63542795,0.35635428,0.0002,0.00050000001,55.3240509,81,0.035,0.00035,17.93,0.1793,0.05429999999999999,0.05649999808,0.057800001909999996
2025/1/2,12.5,0.125,VIX 3/18/25 C12.5,0.05900000572,0.06,52.5243988,0,0.273972603,100,29.2621994,0.292621994,0.00059999999,0.00090000033,52.33519745,2,0.075000016,0.00075,17.93,0.1793,0.05429999999999999,0.05810000539,0.059400000009999995
2025/1/2,13.0,0.13,VIX 2/19/25 C13,0.051999998090000006,0.05300000191,59.30282593,1256,0.131506849,48,32.30141306,0.323014131,0.00050000001,0.00079999983,56.54157639,101,0.064999992,0.00065,17.93,0.1793,0.04929999999999998,0.051199998260000004,0.052500001899999996
2025/1/2,13.5,0.135,VIX 2/19/25 C13.5,0.0475,0.04850000381,59.84411621,89,0.131506849,48,32.3470583,0.323470583,0.0010000002400000001,0.0012999999500000001,58.22263718,266,0.11500001,0.00115,17.93,0.1793,0.04429999999999998,0.04620000005,0.04750000357
2025/1/2,14.0,0.14,VIX 2/19/25 C14,0.04350000381,0.044499998090000006,63.22817612,5210,0.131506849,48,33.83908796,0.33839088,0.0018000000699999999,0.00209999979,60.5564537,14,0.194999993,0.00195,17.93,0.1793,0.039299999999999974,0.04140000402,0.042699998020000005
2025/1/2,14.0,0.14,VIX 3/18/25 C14,0.046500005719999994,0.0475,57.77074432,19,0.273972603,100,31.26037216,0.312603722,0.00290000021,0.00319999993,57.33632278,34,0.305000007,0.00305,17.93,0.1793,0.039299999999999974,0.04330000578999999,0.04459999979
2025/1/2,14.5,0.145,VIX 3/18/25 C14.5,0.043000001909999995,0.04400000572,60.23952484,155,0.273972603,100,32.31976271,0.323197627,0.004300000070000001,0.00460000038,59.61017227,10,0.445000023,0.00445,17.93,0.1793,0.0343,0.03840000152999999,0.039700005649999995
2025/1/2,15.0,0.15,VIX 2/19/25 C15,0.03650000572,0.03699999809,67.95852661,1591,0.131506849,48,35.82926321,0.358292632,0.00439999998,0.00449999988,65.05278778,1513,0.444999993,0.00445,17.93,0.1793,0.029299999999999993,0.03200000584,0.03259999811
2025/1/2,15.0,0.15,VIX 3/18/25 C15,0.03949999809,0.04050000191,61.24417114,189,0.273972603,100,32.64708567,0.326470857,0.006100000140000001,0.006499999760000001,62.46436691,364,0.629999995,0.0063,17.93,0.1793,0.029299999999999993,0.03299999833,0.03440000177
2025/1/2,16.0,0.16,VIX 3/18/25 C16,0.03449999809,0.03550000191,67.90224457,51,0.273972603,100,35.72612238,0.357261224,0.01079999924,0.01119999886,68.15530396,572,1.099999905,0.010999999,17.93,0.1793,0.019299999999999984,0.02329999923,0.024700002670000002
2025/1/2,17.0,0.17,VIX 3/18/25 C17,0.03050000191,0.03150000572,73.72544098,305,0.273972603,100,38.43772078,0.384377208,0.01659999847,0.01710000038,73.77207184,349,1.684999943,0.016849999,17.93,0.1793,0.009299999999999975,0.01340000153,0.014900007250000003
2025/1/2,18.0,0.18,VIX 2/19/25 C18,0.02329999924,0.02369999886,87.00878906,3610,0.131506849,48,44.68939447,0.446893945,0.02100000381,0.021500005720000003,85.9857254,13901,2.125000477,0.021250005,17.93,0.1793,-0.0007000000000000062,0.0017999935199999977,0.002699995050000001
2025/1/2,19.5,0.195,VIX 1/22/25 C19.5,0.011999998089999998,0.0125,113.7856979,1234,0.054794521,20,57.51784897,0.57517849,0.02869999886,0.02920000076,112.1888351,31,2.894999981,0.02895,17.93,0.1793,-0.01570000000000002,-0.017200002670000002,-0.01619999886
2025/1/2,20.0,0.2,VIX 2/19/25 C20,0.01869999886,0.01909999847,98.81532288,4941,0.131506849,48,50.36266136,0.503626614,0.035999994279999996,0.03699999809,97.69841003,51,3.649999619,0.036499996,17.93,0.1793,-0.020700000000000024,-0.01829999923,-0.016899995809999995
2025/1/2,20.0,0.2,VIX 3/18/25 C20,0.02289999962,0.02350000381,88.95661926,3147,0.273972603,100,45.65330982,0.456533098,0.03849999428,0.03949999809,89.71266937,23,3.899999619,0.038999996,17.93,0.1793,-0.020700000000000024,-0.016599998470000002,-0.014999990469999998
2025/1/2,21.0,0.21,VIX 1/22/25 C21,0.00980000019,0.01029999733,126.0365448,3594,0.054794521,20,63.53327227,0.635332723,0.04150000572,0.041999998090000004,124.5830078,34,4.175000191,0.041750002,17.93,0.1793,-0.030700000000000005,-0.032199997900000006,-0.03120000839
2025/1/2,21.0,0.21,VIX 3/18/25 C21,0.021099996569999998,0.02170000076,93.16256714,19,0.273972603,100,47.66628361,0.476662836,0.04649999619,0.0475,93.6022644,13,4.699999809,0.046999998,17.93,0.1793,-0.030700000000000005,-0.026400003430000003,-0.024799995429999996
2025/1/2,21.5,0.215,VIX 1/22/25 C21.5,0.00930000007,0.00970000029,129.9929352,141,0.054794521,20,65.4814676,0.654814676,0.04600000381,0.046500005719999994,128.9288788,1,4.625000477,0.046250005,17.93,0.1793,-0.03570000000000001,-0.03720000564999999,-0.03630000352
2025/1/2,22.0,0.22,VIX 3/18/25 C22,0.01960000038,0.02020000458,97.17738342,363,0.273972603,100,49.59869194,0.495986919,0.055,0.056000003810000004,97.91505432,3,5.550000191,0.055500002,17.93,0.1793,-0.040700000000000014,-0.03640000343000001,-0.03479999542
2025/1/2,22.5,0.225,VIX 1/22/25 C22.5,0.00839999974,0.00879999995,137.7502899,169,0.054794521,20,69.31514496,0.69315145,0.055,0.05550000191,136.0931549,4,5.525000095,0.055250001,17.93,0.1793,-0.04570000000000002,-0.04710000217,-0.04620000005
2025/1/2,23.0,0.23,VIX 3/18/25 C23,0.01840000153,0.01890000343,101.0486526,15,0.273972603,100,51.4693265,0.514693265,0.06350000381,0.06449999809000001,101.3121109,0,6.400000095,0.064000001,17.93,0.1793,-0.05070000000000002,-0.04609999656000001,-0.04460000038
2025/1/2,23.5,0.235,VIX 1/22/25 C23.5,0.00779999971,0.00819999993,146.020752,35,0.054794521,20,73.42037597,0.73420376,0.06400000572,0.065,143.3394165,0,6.450000286,0.064500003,17.93,0.1793,-0.0557,-0.057200000290000004,-0.05580000579
2025/1/2,24.0,0.24,VIX 9/17/25 C24,0.02489999771,0.0325,69.62498474,7,0.706849315,258,36.43749237,0.364374924,0.06650000571999999,0.0775,66.04891968,0,7.200000286,0.072000003,17.93,0.1793,-0.060700000000000004,-0.05260000229,-0.03400000571999999
2025/1/2,25.0,0.25,VIX 2/19/25 C25,0.01289999962,0.01340000153,123.7166672,3406,0.131506849,48,62.52833366,0.625283337,0.08,0.08100000381,122.6981888,119,8.050000191,0.080500002,17.93,0.1793,-0.07070000000000001,-0.06810000419,-0.06659999847
2025/1/2,25.0,0.25,VIX 9/17/25 C25,0.02159999847,0.03100000381,69.53284454,0,0.706849315,258,36.31642246,0.363164225,0.07599999428,0.08600000380999999,68.69547272,0,8.099999905,0.080999999,17.93,0.1793,-0.07070000000000001,-0.06440000533999998,-0.04499999047
2025/1/2,26.0,0.26,VIX 2/19/25 C26,0.012200002670000001,0.01270000458,127.8886261,8,0.131506849,48,64.57931328,0.645793133,0.08949999808999999,0.09,126.8896637,1,8.974999905,0.089749999,17.93,0.1793,-0.08070000000000002,-0.07779999733,-0.07679999351
2025/1/2,27.0,0.27,VIX 9/17/25 C27,0.01940000534,0.027700004580000003,71.76296997,5,0.706849315,258,37.26648521,0.372664852,0.09100000381,0.1030000019,69.87253571,0,9.700000286,0.097000003,17.93,0.1793,-0.09070000000000003,-0.08359999656,-0.06329999922999999
2025/1/2,28.0,0.28,VIX 9/17/25 C28,0.01839999199,0.02640000343,72.87213898,4,0.706849315,258,37.75606966,0.377560697,0.09949999809,0.1119999981,71.3130722,0,10.57499981,0.105749998,17.93,0.1793,-0.10070000000000004,-0.09360000611,-0.07309999466
2025/1/2,28.0,0.28,VIX 3/18/25 C28,0.013999996189999999,0.014499998089999999,116.8933105,2,0.273972603,100,59.17165518,0.591716552,0.10850000380000001,0.1094999981,116.751236,0,10.9000001,0.109000001,17.93,0.1793,-0.10070000000000004,-0.09550000190999999,-0.09400000571000001
